path,label,is_franken,plate,index,label_idx
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d4/d4_79.png,D4,False,-1,-1,20
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/r8/030073_r8.png,R8,True,3,73,118
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d40/d40_23.png,D40,False,-1,-1,21
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/220154_m17.png,M17,True,22,154,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d4/210259_d4.png,D4,True,21,259,20
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g17/g17_89.jpg,G17,False,-1,-1,51
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/e34/200088_e34.png,E34,True,20,88,34
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x7/x7_1.jpg,X7,False,-1,-1,161
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/u1/u1_34.jpg,U1,False,-1,-1,132
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_536.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v30/v30_57.png,V30,False,-1,-1,144
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s38/s38_23.png,S38,False,-1,-1,127
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n18/n18_1.png,N18,False,-1,-1,86
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/a1/a1_59.jpg,A1,False,-1,-1,0
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d40/d40_19.jpg,D40,False,-1,-1,21
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s29/s29_104.jpg,S29,False,-1,-1,124
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x8/x8_3.jpg,X8,False,-1,-1,162
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n31/210030_n31.png,N31,True,21,30,91
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d21/220268_d21.png,D21,True,22,268,14
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/q3/q3_56.png,Q3,False,-1,-1,113
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/f35/f35_93.png,F35,False,-1,-1,46
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v6/v6_11.jpg,V6,False,-1,-1,147
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x1/x1_277.png,X1,False,-1,-1,160
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x1/x1_220.png,X1,False,-1,-1,160
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x1/x1_60.png,X1,False,-1,-1,160
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/050369_i9.png,I9,True,5,369,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_36.png,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x1/x1_365.png,X1,False,-1,-1,160
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/y1/y1_69.png,Y1,False,-1,-1,163
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_301.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/a2/a2_12.jpg,A2,False,-1,-1,3
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s21/s21_11.png,S21,False,-1,-1,120
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/220033_n35.png,N35,True,22,33,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/220002_i9.png,I9,True,22,2,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_203.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d36/d36_124.png,D36,False,-1,-1,17
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/090402_n35.png,N35,True,9,402,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/o4/090108_o4.png,O4,True,9,108,104
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/i9_290.jpg,I9,False,-1,-1,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d4/d4_122.png,D4,False,-1,-1,20
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_118.jpg,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s29/230249_s29.png,S29,True,23,249,124
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n33/n33_88.png,N33,False,-1,-1,92
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/aa15/aa15_59.png,AA15,False,-1,-1,10
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x1/090305_x1.png,X1,True,9,305,160
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/y5/y5_91.png,Y5,False,-1,-1,167
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/f39/f39_10.png,F39,False,-1,-1,47
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/w15/w15_3.png,W15,False,-1,-1,151
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/e34/030176_e34.png,E34,True,3,176,34
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_67.jpg,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n26/n26_20.png,N26,False,-1,-1,89
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g43/050223_g43.png,G43,True,5,223,60
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x8/x8_71.png,X8,False,-1,-1,162
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/a1/a1_53.jpg,A1,False,-1,-1,0
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v31/390133_v31.png,V31,True,39,133,145
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/r8/200230_r8.png,R8,True,20,230,118
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d58/d58_48.png,D58,False,-1,-1,28
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/y5/200047_y5.png,Y5,True,20,47,167
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/u23/u23_8.png,U23,False,-1,-1,134
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s34/s34_108.png,S34,False,-1,-1,126
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/e1/e1_6.png,E1,False,-1,-1,30
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/200317_m17.png,M17,True,20,317,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/q3/030228_q3.png,Q3,True,3,228,113
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m18/m18_8.png,M18,False,-1,-1,74
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/220047_i9.png,I9,True,22,47,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/i9_274.png,I9,False,-1,-1,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/y1/y1_66.png,Y1,False,-1,-1,163
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g43/050014_g43.png,G43,True,5,14,60
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_108.png,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/u7/u7_71.png,U7,False,-1,-1,137
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d54/d54_22.png,D54,False,-1,-1,25
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/200259_n35.png,N35,True,20,259,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/y1/y1_86.png,Y1,False,-1,-1,163
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_452.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m12/m12_50.jpg,M12,False,-1,-1,71
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/o1/o1_89.png,O1,False,-1,-1,100
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x8/x8_119.png,X8,False,-1,-1,162
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/q3/q3_98.png,Q3,False,-1,-1,113
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/390057_m17.png,M17,True,39,57,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i10/i10_3.png,I10,False,-1,-1,66
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s34/s34_105.png,S34,False,-1,-1,126
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x8/x8_133.png,X8,False,-1,-1,162
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x1/030044_x1.png,X1,True,3,44,160
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d36/050125_d36.png,D36,True,5,125,17
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m23/m23_148.png,M23,False,-1,-1,78
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/220078_m17.png,M17,True,22,78,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d2/d2_14.jpg,D2,False,-1,-1,13
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g17/390266_g17.png,G17,True,39,266,51
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d21/d21_270.png,D21,False,-1,-1,14
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/z1/z1_10.png,Z1,False,-1,-1,168
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/o4/o4_43.jpg,O4,False,-1,-1,104
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/q1/q1_97.png,Q1,False,-1,-1,111
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g25/030347_g25.png,G25,True,3,347,52
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/i9_289.jpg,I9,False,-1,-1,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d2/d2_21.png,D2,False,-1,-1,13
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s21/s21_6.png,S21,False,-1,-1,120
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d21/410330_d21.png,D21,True,41,330,14
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_406.png,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x1/x1_226.png,X1,False,-1,-1,160
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_246.png,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d21/200201_d21.png,D21,True,20,201,14
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/o1/o1_96.png,O1,False,-1,-1,100
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/o1/o1_92.png,O1,False,-1,-1,100
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m23/m23_75.png,M23,False,-1,-1,78
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/f1/f1_67.png,F1,False,-1,-1,37
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d37/d37_106.png,D37,False,-1,-1,18
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/e34/e34_1.png,E34,False,-1,-1,34
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n33/n33_93.png,N33,False,-1,-1,92
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_205.png,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/a24/a24_10.jpg,A24,False,-1,-1,4
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d21/d21_239.png,D21,False,-1,-1,14
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/w17/w17_14.jpg,W17,False,-1,-1,152
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/220182_n35.png,N35,True,22,182,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d58/d58_43.png,D58,False,-1,-1,28
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v1/v1_29.png,V1,False,-1,-1,138
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x8/x8_69.png,X8,False,-1,-1,162
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n18/n18_4.png,N18,False,-1,-1,86
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/o1/o1_107.png,O1,False,-1,-1,100
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/q1/q1_117.png,Q1,False,-1,-1,111
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_367.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_399.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/030236_i9.png,I9,True,3,236,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g43/g43_138.jpg,G43,False,-1,-1,60
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/q1/q1_116.png,Q1,False,-1,-1,111
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/z1/030340_z1.png,Z1,True,3,340,168
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_88.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g17/g17_37.jpg,G17,False,-1,-1,51
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v6/v6_7.png,V6,False,-1,-1,147
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n14/n14_15.png,N14,False,-1,-1,84
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s29/s29_24.jpg,S29,False,-1,-1,124
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v13/v13_51.jpg,V13,False,-1,-1,140
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/f35/f35_158.png,F35,False,-1,-1,46
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/200369_i9.png,I9,True,20,369,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_296.png,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x7/x7_2.jpg,X7,False,-1,-1,161
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/q1/q1_82.png,Q1,False,-1,-1,111
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n29/230124_n29.png,N29,True,23,124,90
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/q3/030273_q3.png,Q3,True,3,273,113
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d55/d55_18.jpg,D55,False,-1,-1,26
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/y5/y5_12.png,Y5,False,-1,-1,167
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_458.jpg,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x7/x7_6.jpg,X7,False,-1,-1,161
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_317.png,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/o50/230031_o50.png,O50,True,23,31,106
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g14/g14_17.png,G14,False,-1,-1,50
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v29/v29_2.png,V29,False,-1,-1,143
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/r8/r8_142.png,R8,False,-1,-1,118
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/i9_242.png,I9,False,-1,-1,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/o1/o1_83.png,O1,False,-1,-1,100
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/a19/a19_5.jpg,A19,False,-1,-1,2
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g14/g14_3.png,G14,False,-1,-1,50
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s34/s34_106.jpg,S34,False,-1,-1,126
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v28/v28_93.png,V28,False,-1,-1,142
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/r8/r8_130.png,R8,False,-1,-1,118
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/z7/390316_z7.png,Z7,True,39,316,174
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s29/s29_127.png,S29,False,-1,-1,124
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_379.png,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m17/m17_281.png,M17,False,-1,-1,73
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g17/220159_g17.png,G17,True,22,159,51
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n31/n31_1.jpg,N31,False,-1,-1,91
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/i9_223.png,I9,False,-1,-1,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d36/d36_137.png,D36,False,-1,-1,17
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x1/x1_214.png,X1,False,-1,-1,160
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/a40/a40_31.png,A40,False,-1,-1,6
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/a40/a40_11.jpg,A40,False,-1,-1,6
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i1/i1_12.png,I1,False,-1,-1,65
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_216.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d4/d4_59.jpg,D4,False,-1,-1,20
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m23/m23_51.png,M23,False,-1,-1,78
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v31/v31_23.jpg,V31,False,-1,-1,145
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/w24/410213_w24.png,W24,True,41,213,157
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v6/v6_10.jpg,V6,False,-1,-1,147
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g43/200012_g43.png,G43,True,20,12,60
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m23/m23_113.png,M23,False,-1,-1,78
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/x8/x8_122.png,X8,False,-1,-1,162
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/s29/390196_s29.png,S29,True,39,196,124
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/f4/f4_17.jpg,F4,False,-1,-1,48
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_369.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v28/v28_37.png,V28,False,-1,-1,142
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i9/220007_i9.png,I9,True,22,7,68
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/210273_n35.png,N35,True,21,273,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/m12/m12_43.png,M12,False,-1,-1,71
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_38.png,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/h1/h1_21.png,H1,False,-1,-1,62
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/a1/a1_130.jpg,A1,False,-1,-1,0
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/a40/a40_8.jpg,A40,False,-1,-1,6
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d21/d21_215.png,D21,False,-1,-1,14
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/z3/z3_8.jpg,Z3,False,-1,-1,172
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/050096_n35.png,N35,True,5,96,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d4/d4_61.png,D4,False,-1,-1,20
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d21/d21_306.png,D21,False,-1,-1,14
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/u6/u6_19.jpg,U6,False,-1,-1,136
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d37/d37_131.png,D37,False,-1,-1,18
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n33/n33_17.png,N33,False,-1,-1,92
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d36/d36_31.jpg,D36,False,-1,-1,17
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/v28/v28_79.png,V28,False,-1,-1,142
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_74.jpg,N35,False,-1,-1,94
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g43/230314_g43.png,G43,True,23,314,60
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/g17/030266_g17.png,G17,True,3,266,51
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/i10/030463_i10.png,I10,True,3,463,66
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d21/030281_d21.png,D21,True,3,281,14
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/d28/d28_32.jpg,D28,False,-1,-1,15
/kaggle/input/datasets/maryemmahmood/glyph2025/Glyph2025/n35/n35_48.png,N35,False,-1,-1,94
